Variable ID,Variable Name,Entity Type,Definition,Data type,Max Char Length,Acceptable values,Required?,Key?,Accepts null value?,Index?,Foreign Key?,Default Value,Notes
1,AddressID,Address,Primary key,INTEGER,,,,Yes,PK,No,,,
2,AddressLine1,Address,Street address,VARCHAR,255,,Yes,,No,,,
3,AddressLine2,Address,Additional address info,VARCHAR,255,,No,,Yes,,,
4,AddressLine3,Address,Additional address info,VARCHAR,255,,No,,Yes,,,
5,AddressLine4,Address,Additional address info,VARCHAR,255,,No,,Yes,,,
6,City,Address,City name,VARCHAR,100,,Yes,,No,,,
7,Country,Address,Country name,VARCHAR,255,,Yes,,No,,,
8,Region,Address,Region,VARCHAR,50,,No,,Yes,,,
9,State,Address,State,VARCHAR,20,,No,,Yes,,,
10,ZipCode,Address,Postal code,VARCHAR,50,,No,,Yes,,,
11,OperationHours,Address,Operating hours,VARCHAR,255,,No,,Yes,,,
12,ArtCategoryID,ArtCategory,Primary key,INTEGER,,,,Yes,PK,No,,,
13,Category,ArtCategory,Category name,VARCHAR,100,,Yes,,No,,,
14,CategoryKey,ArtCategory,Short unique key,VARCHAR,50,,Yes,,No,Yes,,
15,Description,ArtCategory,Description,VARCHAR,255,,No,,Yes,,,
16,Tags,ArtCategory,SEO tags,VARCHAR,255,,No,,Yes,,,
17,ArtistID,Artist,Primary key,INTEGER,,,,Yes,PK,No,,,
18,Applied,Artist,Application timestamp,TIMESTAMPTZ,,,,No,,No,,CURRENT_TIMESTAMP
19,Byline,Artist,Short description,VARCHAR,1000,,No,,Yes,,,
20,Path,Artist,Unique path,VARCHAR,255,,Yes,,No,Yes,,
21,SEOTags,Artist,SEO tags,VARCHAR,255,,No,,Yes,Yes,,
22,Since,Artist,Enrollment timestamp,TIMESTAMPTZ,,,,Yes,,No,,CURRENT_TIMESTAMP
23,Statement,Artist,Portfolio statement,VARCHAR,1000,,No,,Yes,,,
24,Title,Artist,Artist or group name,VARCHAR,1000,,No,,Yes,,,
25,CoverPicID,Artist,Profile cover picture,INTEGER,,Picture,No,,Yes,,Yes,,,
26,FocusCategoryID,Artist,Main art category,INTEGER,,ArtCategory,No,,Yes,,Yes,,,
27,ProfilePicID,Artist,Profile picture,INTEGER,,Picture,No,,Yes,,Yes,,,
28,ArtistPermissionsID,ArtistPermissions,Primary key,INTEGER,,,,Yes,PK,No,,,
29,OwnerRole,ArtistPermissions,Is owner,BOOLEAN,,,,Yes,,No,,,
30,POS_Authorized,ArtistPermissions,POS authorized,BOOLEAN,,,,Yes,,No,,,
31,ArtistID,ArtistPermissions,Artist,INTEGER,,Artist,Yes,,No,,Yes,,,
32,BannedListID,BannedList,Primary key,INTEGER,,,,Yes,PK,No,,,
33,Email,BannedList,Email address,VARCHAR,100,,Yes,,No,,,
34,IPAddress,BannedList,IP address,VARCHAR,50,,Yes,,No,,,
35,Username,BannedList,Username,VARCHAR,50,,Yes,,No,,,
36,BannedReasonID,BannedList,Reason for ban,INTEGER,,BannedReason,No,,Yes,,Yes,,,
37,UserID,BannedList,User,INTEGER,,User,No,,Yes,,Yes,,,
38,BannedReasonID,BannedReason,Primary key,INTEGER,,,,Yes,PK,No,,,
39, BannedOn,BannedReason,Ban date,TIMESTAMPTZ,,Yes,,No,,,
40,PublicReasonForBan,BannedReason,Public reason,VARCHAR,255,,Yes,,No,,,
41,ReasonForBan,BannedReason,Internal reason,VARCHAR,255,,Yes,,No,,,
42,SupportingDocsURL,BannedReason,Supporting docs,VARCHAR,255,,No,,Yes,,,
43,BlogID,Blog,Primary key,INTEGER,,,,Yes,PK,No,,,
44,Body,Blog,Content,TEXT,,,,Yes,,No,,,
45,Byline,Blog,Byline,VARCHAR,1000,,Yes,,No,,,
46,Created,Blog,Created at,TIMESTAMPTZ,,No,,No,,CURRENT_TIMESTAMP
47,Modified,Blog,Last modified,TIMESTAMPTZ,,No,,Yes,,CURRENT_TIMESTAMP
48,Path,Blog,Unique path,VARCHAR,1000,,Yes,,No,Yes,,,
49,Title,Blog,Title,VARCHAR,1000,,Yes,,No,,,
50,UserID,Blog,Author,INTEGER,,User,Yes,,No,,Yes,,,
51,CompetitionID,Competition,Primary key,INTEGER,,,,Yes,PK,No,,,
52,DueDate,Competition,Due date,TIMESTAMPTZ,,No,,Yes,,,
53,Name,Competition,Competition name,VARCHAR,500,,No,,Yes,,,
54,Period,Competition,Period,VARCHAR,50,,No,,Yes,,,
55,Prompt,Competition,Prompt,TEXT,,,,No,,Yes,,,
56,TotalVotePoints,Competition,Total votes,DECIMAL(15,2),,,No,,Yes,,,
57,CompetitionID,CompetitionListing,Competition,INTEGER,,Competition,Yes,,No,,Yes,,,
58,CompetitionListingID,CompetitionListing,Primary key,INTEGER,,,,Yes,PK,No,,,
